sweep_num, date, time, Tcell, setT, ramp_direction
0, 2020-08-28, 12:49:28, 200.0, 200.0, up
+1.0000000E+06,+4.1694E+00,+7.0967E+01,0
+6.7000000E+05,+2.0649E+00,+3.6537E+01,0
+4.6000000E+05,+1.2851E+00,+1.3528E+01,0
+3.1000000E+05,+1.1964E+00,-1.0244E+02,0
+2.1000000E+05,+4.5903E+00,-1.1018E+02,0
+1.4000000E+05,+7.7716E+00,-1.0680E+02,0
+9.5000000E+04,+1.0230E+01,-1.0005E+02,0
+6.4000000E+04,+2.8568E+01,-7.6487E+01,0
+4.3000000E+04,+4.4708E+01,-8.1904E+01,0
+2.9000000E+04,+6.4867E+01,-7.7944E+01,0
+2.0000000E+04,+7.4743E+01,-7.3615E+01,0
+1.3000000E+04,+1.9245E+02,-8.8018E+01,0
+8.9000000E+03,+2.0010E+02,-6.4359E+01,0
+6.0000000E+03,+2.0085E+02,-9.5839E+01,0
+4.1000000E+03,+3.6969E+02,-5.5919E+01,0
+2.7000000E+03,+1.7842E+02,-5.3256E+01,0
+1.9000000E+03,+4.6413E+02,-6.2686E+01,0
+1.3000000E+03,+4.0392E+02,-5.6663E+01,0
+8.4000000E+02,+1.8795E+02,-2.7360E+01,0
+5.7000000E+02,+9.8409E+02,-7.5066E+01,0
+3.8000000E+02,+1.6957E+03,-8.5548E+01,0
+2.6000000E+02,+2.2923E+03,-7.4825E+01,0
+1.8000000E+02,+3.2115E+03,-7.2752E+01,0
+1.2000000E+02,+4.6050E+03,-6.9054E+01,0
+8.0000000E+01,+6.5100E+03,-6.2528E+01,0
+5.4000000E+01,+8.6581E+03,-5.4998E+01,0
+3.6000000E+01,+1.1286E+04,-4.6440E+01,0
+2.5000000E+01,+1.3511E+04,-3.6459E+01,0
+1.7000000E+01,+1.5310E+04,-2.8631E+01,0
+1.1000000E+01,+1.6380E+04,-2.1874E+01,0
+7.6000000E+00,+1.7333E+04,-2.0240E+01,0
+5.1000000E+00,+1.8115E+04,-1.3738E+01,0
+3.4000000E+00,+1.7998E+04,-1.2508E+01,0
+2.3000000E+00,+1.9836E+04,-7.6544E+00,0
+1.6000000E+00,+1.8809E+04,-5.1817E+00,0
+1.1000000E+00,+2.0081E+04,-4.5062E+00,0
+7.1000000E-01,+3.5593E+04,-4.3851E-01,0
+4.8000000E-01,+1.9413E+04,+3.2989E-01,0
+3.3000000E-01,+2.0380E+04,-6.9048E+00,0
+2.2000000E-01,+2.0486E+04,-1.6995E+01,0
