sweep_num, date, time, Tcell, setT, ramp_direction
0, 2020-08-28, 12:43:38, 175.0, 200.0, up
+1.0000000E+06,+4.0277E+00,+7.3177E+01,0
+6.7000000E+05,+2.0156E+00,+4.7286E+01,0
+4.6000000E+05,+1.3025E+00,-1.5425E+01,0
+3.1000000E+05,+6.0714E-01,-7.5547E+01,0
+2.1000000E+05,+4.7311E+00,-1.0786E+02,0
+1.4000000E+05,+7.5892E+00,-1.0421E+02,0
+9.5000000E+04,+1.0060E+01,-9.8103E+01,0
+6.4000000E+04,+2.7823E+01,-7.6483E+01,0
+4.3000000E+04,+4.3617E+01,-7.8343E+01,0
+2.9000000E+04,+6.4022E+01,-7.8192E+01,0
+2.0000000E+04,+8.3781E+01,-7.8165E+01,0
+1.3000000E+04,+1.3633E+02,-7.7401E+01,0
+8.9000000E+03,+1.4926E+02,-7.2515E+01,0
+6.0000000E+03,+2.4731E+02,-5.8255E+01,0
+4.1000000E+03,+2.0483E+02,-4.9630E+01,0
+2.7000000E+03,+3.9931E+02,-9.5143E+01,0
+1.9000000E+03,+3.5067E+02,-5.4887E+01,0
+1.3000000E+03,+5.9746E+02,-7.8416E+01,0
+8.4000000E+02,+1.7410E+03,-1.2859E+02,0
+5.7000000E+02,+9.5748E+02,-6.3247E+01,0
+3.8000000E+02,+1.4675E+03,-7.4355E+01,0
+2.6000000E+02,+2.2457E+03,-7.7282E+01,0
+1.8000000E+02,+3.1836E+03,-7.7452E+01,0
+1.2000000E+02,+4.6999E+03,-7.5993E+01,0
+8.0000000E+01,+6.9331E+03,-7.2299E+01,0
+5.4000000E+01,+9.7587E+03,-6.5499E+01,0
+3.6000000E+01,+1.3357E+04,-5.8386E+01,0
+2.5000000E+01,+1.6540E+04,-4.8503E+01,0
+1.7000000E+01,+2.0364E+04,-3.6534E+01,0
+1.1000000E+01,+2.4566E+04,-2.6295E+01,0
+7.6000000E+00,+2.6053E+04,-1.8158E+01,0
+5.1000000E+00,+2.9059E+04,-1.5089E+01,0
+3.4000000E+00,+3.0581E+04,-1.4893E+01,0
+2.3000000E+00,+2.6361E+04,-6.1557E+00,0
+1.6000000E+00,+2.6067E+04,-8.0658E+00,0
+1.1000000E+00,+3.1239E+04,-3.6993E+00,0
+7.1000000E-01,+3.0563E+04,-4.4398E+00,0
+4.8000000E-01,+3.2641E+04,-7.8531E+00,0
+3.3000000E-01,+3.4747E+04,-3.9475E+00,0
+2.2000000E-01,+2.9357E+04,+3.4752E+00,0
