seconds, temperature
1656.00,150.00
1657.00,150.00
1658.00,150.00
1659.00,150.00
1660.00,150.00
1661.00,150.00
1662.00,150.00
1663.00,150.00
1664.00,150.00
1665.00,150.00
1666.00,150.00
1667.00,150.00
1668.00,150.00
1669.00,150.00
1670.00,150.00
1671.00,150.00
1672.00,150.00
1673.00,150.00
1674.00,150.00
1675.00,150.00
1676.00,150.00
1677.00,150.00
1678.00,150.00
1679.00,150.00
1680.00,150.00
1681.00,150.00
1682.00,150.00
1683.00,150.00
1684.00,150.00
1685.00,150.00
1686.00,150.00
1687.00,150.00
1688.00,150.00
1689.00,150.00
1690.00,150.00
1691.00,150.00
1692.00,150.00
1693.00,150.00
1694.00,150.00
1695.00,150.00
1696.00,150.00
1697.00,150.00
1698.00,150.00
1699.00,150.00
1700.00,150.00
1701.00,150.00
1702.00,150.00
1703.00,150.00
1704.00,150.00
1705.00,150.00
1706.00,150.00
1707.00,150.00
1708.00,150.00
1709.00,150.00
1710.00,150.00
1711.00,150.00
1712.00,150.00
1713.00,150.00
1714.00,150.00
1715.00,150.00
1716.00,150.00
1717.00,150.00
1718.00,150.00
1719.00,150.00
1720.00,150.00
1721.00,150.00
1722.00,150.00
1723.00,150.00
1724.00,150.00
1725.00,150.00
1726.00,150.00
1727.00,150.00
1728.00,150.00
1729.00,150.00
1730.00,150.00
1731.00,150.00
1732.00,150.00
1733.00,150.00
1734.00,150.00
1735.00,150.00
1736.00,150.00
1737.00,150.00
1738.00,150.00
1739.00,150.00
1740.00,150.00
1741.00,150.00
1742.00,150.00
1743.00,150.00
1744.00,150.00
1745.00,150.00
1746.00,150.00
1747.00,150.00
1748.00,150.00
1749.00,150.00
1750.00,150.00
1751.00,150.00
1752.00,150.00
1753.00,150.00
1754.00,150.00
1755.00,150.02
1757.00,150.24
1758.00,150.62
1759.00,151.01
1760.00,151.33
1761.00,151.69
1762.00,152.04
1763.00,152.40
1764.00,152.72
1765.00,153.08
1766.00,153.42
1767.00,153.76
1768.00,154.10
1769.00,154.44
1770.00,154.78
1771.00,155.12
1772.00,155.48
1773.00,155.80
1774.00,156.14
1775.00,156.49
1776.00,156.84
1777.00,157.16
1778.00,157.50
1779.00,157.85
1780.00,158.17
1781.00,158.53
1782.00,158.86
1783.00,159.18
1784.00,159.53
1785.00,159.87
1786.00,160.20
1787.00,160.54
1788.00,160.89
1789.00,161.21
1790.00,161.56
1791.00,161.89
1792.00,162.23
1793.00,162.58
1794.00,162.92
1795.00,163.25
1796.00,163.60
1797.00,163.94
1798.00,164.27
1799.00,164.62
1800.00,164.94
1801.00,165.29
1802.00,165.62
1803.00,165.96
1804.00,166.29
1805.00,166.62
1806.00,166.96
1807.00,167.29
1808.00,167.62
1809.00,167.96
1810.00,168.29
1811.00,168.64
1812.00,168.96
1813.00,169.31
1814.00,169.64
1815.00,169.98
1816.00,170.31
1817.00,170.64
1818.00,170.98
1819.00,171.31
1820.00,171.64
1821.00,171.99
1822.00,172.31
1823.00,172.66
1824.00,172.99
1825.00,173.33
1826.00,173.66
1827.00,173.99
1828.00,174.34
1829.00,174.66
1830.00,174.99
1831.00,175.23
1832.00,175.23
1833.00,175.18
1834.00,175.16
1835.00,175.15
1836.00,175.14
1837.00,175.13
1838.00,175.12
1839.00,175.11
1840.00,175.11
1841.00,175.10
1842.00,175.09
1843.00,175.09
1844.00,175.08
1845.00,175.08
1846.00,175.07
1847.00,175.06
1848.00,175.06
1849.00,175.06
1850.00,175.05
1851.00,175.05
1852.00,175.05
1853.00,175.04
1854.00,175.04
1855.00,175.04
1856.00,175.03
1857.00,175.03
1858.00,175.03
1859.00,175.03
1860.00,175.03
1861.00,175.02
1862.00,175.02
1863.00,175.02
1864.00,175.02
1865.00,175.02
1866.00,175.02
1867.00,175.02
1868.00,175.02
1869.00,175.01
1870.00,175.01
1871.00,175.01
1872.00,175.01
1873.00,175.01
1874.00,175.01
1875.00,175.01
1876.00,175.01
1877.00,175.01
1878.00,175.01
1879.00,175.01
1880.00,175.01
1881.00,175.01
1882.00,175.01
1883.00,175.01
1884.00,175.00
1885.00,175.00
1886.00,175.00
1887.00,175.00
1888.00,175.00
1889.00,175.00
1890.00,175.00
1891.00,175.00
1892.00,175.00
1893.00,175.00
1894.00,175.00
1895.00,175.00
1896.00,175.00
1897.00,175.00
1898.00,175.00
1899.00,175.00
1900.00,175.00
1901.00,175.00
1902.00,175.00
1903.00,175.00
1904.00,175.00
1905.00,175.00
1906.00,175.00
1907.00,175.00
1908.00,175.00
1909.00,175.00
1910.00,175.00
1912.00,175.00
1913.00,175.00
1914.00,175.00
1915.00,175.00
1916.00,175.00
1917.00,175.00
1918.00,175.00
1919.00,175.00
1920.00,175.00
1921.00,175.00
1922.00,175.00
1923.00,175.00
1924.00,175.00
1925.00,175.00
1926.00,175.00
1927.00,175.00
1928.00,175.00
1929.00,175.00
1930.00,175.00
1931.00,175.00
1932.00,175.00
1933.00,175.00
1934.00,175.00
1935.00,175.00
1936.00,175.00
1937.00,175.00
1938.00,175.00
1939.00,175.00
1940.00,175.00
1941.00,175.00
1942.00,175.00
1943.00,175.00
1944.00,175.00
1945.00,175.00
1946.00,175.00
1947.00,175.00
1948.00,175.00
1949.00,175.00
1950.00,175.00
1951.00,175.00
1952.00,175.00
1953.00,175.00
1954.00,175.00
1955.00,175.00
1956.00,175.00
1957.00,175.00
1959.00,175.00
1960.00,175.00
1961.00,175.00
1962.00,175.00
1963.00,175.00
1964.00,175.00
1965.00,175.00
1966.00,175.00
1967.00,175.00
1968.00,175.00
1969.00,175.00
1970.00,175.00
1971.00,175.00
1972.00,175.00
1973.00,175.00
1974.00,175.00
1975.00,175.00
1976.00,175.00
1977.00,175.00
1978.00,175.00
1979.00,175.00
1980.00,175.00
1981.00,175.00
1982.00,175.00
1983.00,175.00
1984.00,175.00
1985.00,175.00
1986.00,175.00
1987.00,175.00
1988.00,175.00
1989.00,175.00
1990.00,175.00
1991.00,175.00
1992.00,175.00
1993.00,175.00
1994.00,175.00
1995.00,175.00
1996.00,175.00
1997.00,175.00
1998.00,175.00
1999.00,175.00
2000.00,175.00
2001.00,175.00
2002.00,175.00
2003.00,175.00
2004.00,175.00
2005.00,175.00
2006.00,175.00
2007.00,175.00
2008.00,175.00
2009.00,175.00
2010.00,175.00
2011.00,175.00
2012.00,175.00
2013.00,175.00
2014.00,175.00
2015.00,175.00
2016.00,175.00
2017.00,175.00
2018.00,175.00
2019.00,175.00
2020.00,175.00
2021.00,175.00
2022.00,175.00
2023.00,175.00
2024.00,175.00
2025.00,175.00
2026.00,175.00
2027.00,175.00
2028.00,175.00
2029.00,175.00
2030.00,175.00
2031.00,175.00
2032.00,175.00
2033.00,175.00
2034.00,175.00
2035.00,175.00
2036.00,175.00
2037.00,175.00
2038.00,175.00
2039.00,175.00
2040.00,175.00
2041.00,175.00
2042.00,175.00
2043.00,175.00
2044.00,175.00
2045.00,175.00
2046.00,175.00
2047.00,175.00
2048.00,175.00
2049.00,175.00
2050.00,175.00
2051.00,175.00
2052.00,175.00
2053.00,175.00
2054.00,175.00
2055.00,175.00
2056.00,175.00
2057.00,175.00
2058.00,175.00
2059.00,175.00
2060.00,175.00
2061.00,175.00
2062.00,175.00
2063.00,175.00
2064.00,175.00
2065.00,175.00
2066.00,175.00
2067.00,175.00
2068.00,175.00
2069.00,175.00
2070.00,175.00
2071.00,175.00
2072.00,175.00
2073.00,175.00
2074.00,175.00
2075.00,175.00
2076.00,175.00
2077.00,175.00
2078.00,175.00
2079.00,175.00
2080.00,175.00
2081.00,175.00
2082.00,175.00
2083.00,175.00
2084.00,175.00
2085.00,175.00
2086.00,175.00
2087.00,175.00
2088.00,175.00
2089.00,175.00
2090.00,175.00
2091.00,175.00
2092.00,175.00
2093.00,175.00
2094.00,175.00
2095.00,175.00
2096.00,175.00
2097.00,175.00
2098.00,175.00
2099.00,175.00
2100.00,175.00
2101.00,175.00
2102.00,175.00
2103.00,175.00
2104.00,175.00
2105.00,175.01
2106.00,175.18
2107.00,175.57
2108.00,175.94
2110.00,176.28
2111.00,176.63
2112.00,176.98
2113.00,177.31
2114.00,177.66
2115.00,178.02
2116.00,178.35
2117.00,178.69
2118.00,179.04
2119.00,179.37
2120.00,179.72
2121.00,180.06
2122.00,180.38
2123.00,180.74
2124.00,181.07
2125.00,181.43
2126.00,181.75
2127.00,182.09
2128.00,182.44
2129.00,182.76
2130.00,183.11
2131.00,183.45
2132.00,183.80
2133.00,184.12
2134.00,184.45
2135.00,184.80
2136.00,185.12
2137.00,185.47
2138.00,185.81
2139.00,186.13
2140.00,186.48
2141.00,186.83
2142.00,187.15
2143.00,187.48
2144.00,187.83
2145.00,188.19
2146.00,188.50
2147.00,188.84
2148.00,189.19
2149.00,189.50
2150.00,189.85
2151.00,190.19
2152.00,190.52
2153.00,190.86
2154.00,191.19
2155.00,191.52
2156.00,191.86
2157.00,192.21
2158.00,192.52
2159.00,192.87
2160.00,193.21
2161.00,193.54
2162.00,193.88
2163.00,194.21
2164.00,194.56
2165.00,194.88
2166.00,195.21
2167.00,195.56
2168.00,195.88
2169.00,196.23
2170.00,196.58
2171.00,196.89
2172.00,197.23
2173.00,197.58
2174.00,197.91
2175.00,198.24
2176.00,198.58
2177.00,198.91
2178.00,199.24
2179.00,199.59
2180.00,199.94
2181.00,200.20
2182.00,200.23
2183.00,200.17
2184.00,200.14
2185.00,200.14
2186.00,200.13
2187.00,200.12
2188.00,200.11
2189.00,200.11
2190.00,200.10
2191.00,200.09
2192.00,200.09
2193.00,200.08
2194.00,200.07
2195.00,200.07
2196.00,200.07
2197.00,200.06
2198.00,200.06
2199.00,200.05
2200.00,200.05
2201.00,200.05
2202.00,200.04
2203.00,200.04
2204.00,200.04
2205.00,200.03
2206.00,200.03
2207.00,200.03
2208.00,200.03
2209.00,200.03
2210.00,200.03
2211.00,200.02
2212.00,200.02
2213.00,200.02
2214.00,200.02
2215.00,200.02
2216.00,200.02
2217.00,200.02
2218.00,200.01
2219.00,200.01
2220.00,200.01
2221.00,200.01
2222.00,200.01
2223.00,200.01
2224.00,200.01
2225.00,200.01
2226.00,200.01
2227.00,200.01
2228.00,200.01
2229.00,200.01
2230.00,200.01
2231.00,200.01
2232.00,200.01
2233.00,200.01
2234.00,200.00
2235.00,200.00
2236.00,200.00
2237.00,200.00
2238.00,200.00
2239.00,200.00
2240.00,200.00
2241.00,200.00
2242.00,200.00
2243.00,200.00
2244.00,200.00
2245.00,200.00
2247.00,200.00
2248.00,200.00
2249.00,200.00
2250.00,200.00
2251.00,200.00
2252.00,200.00
2253.00,200.00
2254.00,200.00
2255.00,200.00
2256.00,200.00
2257.00,200.00
2258.00,200.00
2259.00,200.00
2260.00,200.00
2261.00,200.00
2262.00,200.00
2263.00,200.00
2264.00,200.00
2265.00,200.00
2266.00,200.00
2267.00,200.00
2268.00,200.00
2269.00,200.00
2270.00,200.00
2271.00,200.00
2272.00,200.00
2273.00,200.00
2274.00,200.00
2275.00,200.00
2276.00,200.00
2277.00,200.00
2278.00,200.00
2279.00,200.00
2280.00,200.00
2281.00,200.00
2282.00,200.00
2283.00,200.00
2284.00,200.00
2285.00,200.00
2286.00,200.00
2287.00,200.00
2288.00,200.00
2289.00,200.00
2290.00,200.00
2291.00,200.00
2292.00,200.00
2293.00,200.00
2294.00,200.00
2295.00,200.00
2296.00,200.00
2297.00,200.00
2298.00,200.00
2299.00,200.00
2300.00,200.00
2301.00,200.00
2302.00,200.00
2303.00,200.00
2304.00,200.00
2305.00,200.00
2306.00,200.00
2307.00,200.00
2308.00,200.00
2309.00,200.00
2310.00,200.00
2311.00,200.00
2312.00,200.00
2313.00,200.00
2314.00,200.00
2315.00,200.00
2316.00,200.00
2317.00,200.00
2318.00,200.00
2319.00,200.00
2320.00,200.00
2321.00,200.00
2322.00,200.00
2323.00,200.00
2324.00,200.00
2325.00,200.00
2326.00,200.00
2327.00,200.00
2328.00,200.00
2329.00,200.00
2330.00,200.00
2331.00,200.00
2332.00,200.00
2333.00,200.00
2334.00,200.00
2335.00,200.00
2336.00,200.00
2337.00,200.00
2338.00,200.00
2339.00,200.00
2340.00,200.00
2341.00,200.00
2342.00,200.00
2343.00,200.00
2344.00,200.00
2345.00,200.00
2346.00,200.00
2347.00,200.00
2348.00,200.00
2349.00,200.00
2350.00,200.00
2351.00,200.00
2352.00,200.00
2353.00,200.00
2354.00,200.00
2355.00,200.00
2356.00,200.00
2357.00,200.00
2358.00,200.00
2359.00,200.00
2360.00,200.00
2361.00,200.00
2362.00,200.00
2363.00,200.00
2364.00,200.00
2365.00,200.00
2366.00,200.00
2367.00,200.00
2368.00,200.00
2369.00,200.00
2370.00,200.00
2371.00,200.00
2372.00,200.00
2373.00,200.00
2374.00,200.00
2375.00,200.00
2376.00,200.00
2377.00,200.00
2378.00,200.00
2379.00,200.00
2380.00,200.00
2381.00,200.00
2382.00,200.00
2383.00,200.00
2384.00,200.00
2385.00,200.00
2386.00,200.00
2387.00,200.00
2389.00,200.00
2390.00,200.00
2391.00,200.00
2392.00,200.00
2393.00,200.00
2394.00,200.00
2395.00,200.00
2396.00,200.00
2397.00,200.00
2398.00,200.00
2399.00,200.00
2400.00,200.00
2401.00,200.00
2402.00,200.00
2403.00,200.00
2404.00,200.00
2405.00,200.00
2406.00,200.00
2407.00,200.00
2408.00,200.00
2409.00,200.00
2410.00,200.00
2411.00,200.00
2412.00,200.00
2413.00,200.00
2414.00,200.00
2415.00,200.00
2416.00,200.00
2417.00,200.00
2418.00,200.00
2419.00,200.00
2420.00,200.00
2421.00,200.00
2422.00,200.00
2423.00,200.00
2424.00,200.00
2425.00,200.00
2426.00,200.00
2427.00,200.00
2428.00,200.00
2429.00,200.00
2430.00,200.00
2431.00,200.00
2432.00,200.00
2433.00,200.00
2434.00,200.00
2435.00,200.00
2436.00,200.00
2437.00,200.00
2438.00,200.00
2439.00,200.00
2440.00,200.00
2441.00,200.00
2442.00,200.00
2443.00,200.00
2444.00,200.00
2445.00,200.00
2446.00,200.00
2447.00,200.00
2448.00,200.00
2449.00,200.00
2450.00,200.00
2451.00,200.00
2452.00,200.00
2453.00,200.00
2454.00,200.00
2455.00,200.00
2456.00,200.02
2457.00,200.03
2458.00,200.03
2459.00,200.03
2460.00,200.03
2461.00,200.03
2462.00,200.03
2463.00,200.03
2464.00,200.03
2465.00,200.03
2466.00,200.03
2467.00,200.03
2468.00,200.03
2469.00,200.03
2470.00,200.03
2471.00,200.03
2472.00,200.03
2473.00,200.03
2474.00,200.03
2475.00,200.03
2476.00,200.03
2477.00,200.03
2478.00,200.03
2479.00,200.03
2480.00,200.03
2481.00,200.03
2482.00,200.03
2483.00,200.03
2484.00,200.03
2485.00,200.03
2486.00,200.03
2487.00,200.03
2488.00,200.03
2489.00,200.03
2490.00,200.03
2491.00,200.03
2492.00,200.03
2493.00,200.03
2494.00,200.03
2495.00,200.03
2496.00,200.03
2497.00,200.03
2498.00,200.03
2499.00,200.03
2500.00,200.03
2501.00,200.03
2502.00,200.03
2503.00,200.03
2504.00,200.03
2505.00,200.03
2506.00,200.03
2507.00,200.03
2508.00,200.03
2509.00,200.03
2510.00,200.03
2511.00,200.03
2512.00,200.03
2513.00,200.03
2514.00,200.03
2515.00,200.03
2516.00,200.03
2517.00,200.03
2518.00,200.03
2519.00,200.03
2520.00,200.03
2521.00,200.03
2522.00,200.03
2523.00,200.03
2524.00,200.03
2525.00,200.03
2526.00,200.03
2527.00,200.03
2528.00,200.03
2529.00,200.03
2530.00,200.03
2531.00,200.03
2532.00,200.03
2533.00,200.03
2534.00,200.03
2535.00,200.03
2536.00,200.03
2537.00,200.03
2538.00,200.03
2539.00,200.03
2540.00,200.03
2541.00,200.03
2542.00,200.03
2543.00,200.03
2544.00,200.03
2545.00,200.03
2546.00,200.03
2547.00,200.03
2548.00,200.03
2549.00,200.03
2550.00,200.03
2552.00,200.03
2553.00,200.03
2554.00,200.03
2555.00,200.03
2556.00,200.03
2557.00,200.03
2558.00,200.03
2559.00,200.03
2560.00,200.03
2561.00,200.03
2562.00,200.03
2563.00,200.03
2564.00,200.03
2565.00,200.03
2566.00,200.03
2567.00,200.03
2568.00,200.03
2569.00,200.03
2570.00,200.03
2571.00,200.03
2572.00,200.03
2573.00,200.03
2574.00,200.03
2575.00,200.03
2576.00,200.03
2577.00,200.03
2578.00,200.03
2579.00,200.03
2580.00,200.03
2581.00,200.03
2582.00,200.03
2583.00,200.03
2584.00,200.03
2585.00,200.03
2586.00,200.03
2587.00,200.03
2588.00,200.03
2589.00,200.03
2590.00,200.03
2591.00,200.03
2592.00,200.03
2593.00,200.03
2594.00,200.03
2595.00,200.03
2596.00,200.03
2597.00,200.03
2598.00,200.03
2599.00,200.03
2600.00,200.03
2601.00,200.03
2602.00,200.03
2603.00,200.03
2604.00,200.03
2605.00,200.03
2606.00,200.03
2607.00,200.03
2608.00,200.03
2609.00,200.03
2610.00,200.03
2611.00,200.03
2612.00,200.03
2613.00,200.03
2614.00,200.03
2615.00,200.03
2616.00,200.03
2617.00,200.03
2618.00,200.03
2619.00,200.03
2620.00,200.03
2621.00,200.03
2622.00,200.03
2623.00,200.03
2624.00,200.03
2625.00,200.03
2626.00,200.03
2627.00,200.03
2628.00,200.03
2629.00,200.03
2630.00,200.03
2631.00,200.03
2632.00,200.03
2633.00,200.03
2634.00,200.03
2635.00,200.03
2636.00,200.03
2637.00,200.03
2638.00,200.03
2639.00,200.03
2640.00,200.03
2641.00,200.03
2642.00,200.03
2643.00,200.03
2644.00,200.03
2645.00,200.03
2646.00,200.03
