sweep_num, date, time, Tcell, setT, ramp_direction
0, 2020-08-28, 12:14:34, 50.0, 200.0, up
+1.0000000E+06,+3.8510E+00,+7.5417E+01,0
+6.7000000E+05,+2.0409E+00,+5.5953E+01,0
+4.6000000E+05,+1.1389E+00,+1.9698E+01,0
+3.1000000E+05,+1.5663E+00,-8.8463E+01,0
+2.1000000E+05,+4.6696E+00,-1.0919E+02,0
+1.4000000E+05,+7.9361E+00,-1.0615E+02,0
+9.5000000E+04,+1.1405E+01,-1.0149E+02,0
+6.4000000E+04,+2.6566E+01,-7.8706E+01,0
+4.3000000E+04,+4.0066E+01,-8.0490E+01,0
+2.9000000E+04,+6.2115E+01,-8.1479E+01,0
+2.0000000E+04,+1.0155E+02,-7.5821E+01,0
+1.3000000E+04,+1.0097E+02,-7.2246E+01,0
+8.9000000E+03,+1.5659E+02,-6.9608E+01,0
+6.0000000E+03,+2.2811E+02,-1.0064E+02,0
+4.1000000E+03,+3.3699E+02,-6.6955E+01,0
+2.7000000E+03,+3.2436E+02,-6.6386E+01,0
+1.9000000E+03,+3.2630E+02,-5.4678E+01,0
+1.3000000E+03,+3.6722E+02,-7.0901E+01,0
+8.4000000E+02,+1.5705E+02,-5.1397E+01,0
+5.7000000E+02,+8.1257E+02,-7.8096E+01,0
+3.8000000E+02,+1.3496E+03,-7.7895E+01,0
+2.6000000E+02,+1.8594E+03,-8.0958E+01,0
+1.8000000E+02,+2.6456E+03,-8.3758E+01,0
+1.2000000E+02,+3.9880E+03,-8.5283E+01,0
+8.0000000E+01,+5.9543E+03,-8.6083E+01,0
+5.4000000E+01,+8.8473E+03,-8.5120E+01,0
+3.6000000E+01,+1.3401E+04,-8.5581E+01,0
+2.5000000E+01,+1.9451E+04,-8.5468E+01,0
+1.7000000E+01,+2.9868E+04,-8.3138E+01,0
+1.1000000E+01,+4.3649E+04,-7.5279E+01,0
+7.6000000E+00,+6.2052E+04,-7.8415E+01,0
+5.1000000E+00,+7.1530E+04,-6.4703E+01,0
+3.4000000E+00,+1.3276E+05,-5.1698E+01,0
+2.3000000E+00,+5.2658E+05,-5.1464E+01,0
+1.6000000E+00,+1.3309E+05,-3.8315E+01,0
+1.1000000E+00,+1.8424E+05,-1.5760E+01,0
+7.1000000E-01,+1.3670E+05,-3.9539E+01,0
+4.8000000E-01,+1.4675E+05,-5.2055E+01,0
+3.3000000E-01,+2.5173E+05,+4.8084E+01,0
+2.2000000E-01,+1.1982E+05,+1.0841E+01,0
