sweep_num, date, time, Tcell, setT, ramp_direction
0, 2020-08-28, 12:37:48, 150.0, 200.0, up
+1.0000000E+06,+4.0682E+00,+7.0681E+01,0
+6.7000000E+05,+1.7491E+00,+4.7291E+01,0
+4.6000000E+05,+1.3893E+00,+1.0771E+01,0
+3.1000000E+05,+1.3236E+00,-1.0370E+02,0
+2.1000000E+05,+4.7799E+00,-1.1753E+02,0
+1.4000000E+05,+8.1276E+00,-1.0994E+02,0
+9.5000000E+04,+1.0165E+01,-1.0133E+02,0
+6.4000000E+04,+2.7947E+01,-7.8914E+01,0
+4.3000000E+04,+4.1205E+01,-7.9832E+01,0
+2.9000000E+04,+6.0996E+01,-7.9957E+01,0
+2.0000000E+04,+1.2371E+02,-8.5132E+01,0
+1.3000000E+04,+1.2067E+02,-6.6705E+01,0
+8.9000000E+03,+1.5203E+02,-7.2033E+01,0
+6.0000000E+03,+1.8043E+02,-5.5228E+01,0
+4.1000000E+03,+8.1341E+02,-4.6230E+01,0
+2.7000000E+03,+2.5083E+02,-3.8149E+01,0
+1.9000000E+03,+4.2428E+02,-5.5282E+01,0
+1.3000000E+03,+6.7403E+02,-8.8127E+01,0
+8.4000000E+02,+7.9144E+02,-4.5065E+01,0
+5.7000000E+02,+1.0976E+03,-7.4764E+01,0
+3.8000000E+02,+1.3779E+03,-1.0001E+02,0
+2.6000000E+02,+2.1887E+03,-7.9385E+01,0
+1.8000000E+02,+3.1477E+03,-7.9507E+01,0
+1.2000000E+02,+4.6195E+03,-7.9682E+01,0
+8.0000000E+01,+6.9536E+03,-7.7491E+01,0
+5.4000000E+01,+9.7655E+03,-7.5346E+01,0
+3.6000000E+01,+1.4657E+04,-6.8944E+01,0
+2.5000000E+01,+1.9709E+04,-6.2685E+01,0
+1.7000000E+01,+2.4568E+04,-5.0052E+01,0
+1.1000000E+01,+3.2360E+04,-4.0683E+01,0
+7.6000000E+00,+3.5686E+04,-3.1928E+01,0
+5.1000000E+00,+4.1463E+04,-1.7522E+01,0
+3.4000000E+00,+4.5639E+04,-7.9290E+00,0
+2.3000000E+00,+4.2327E+04,-1.8321E+01,0
+1.6000000E+00,+4.2351E+04,-5.0321E+00,0
+1.1000000E+00,+4.7881E+04,-1.2902E+00,0
+7.1000000E-01,+4.4571E+04,+1.4176E+01,0
+4.8000000E-01,+6.3052E+04,-8.4912E+00,0
+3.3000000E-01,+4.8302E+04,-6.9483E+00,0
+2.2000000E-01,+4.5227E+04,+1.1290E+01,0
